title,franchise,year,generation,console,website,publisher,developer,genre,confidence,notes,source_file
Skywire,Skywire,,,Flash,Nitrome,Nitrome,Nitrome,Arcade,High,,game_lists_flash_enriched
Skywire 2,Skywire,,,Flash,Nitrome,Nitrome,Nitrome,Arcade,High,,game_lists_flash_enriched
Skywire VIP,Skywire,,,Flash,Nitrome,Nitrome,Nitrome,Arcade,High,,game_lists_flash_enriched
Skywire VIP Extended,Skywire,,,Flash,Nitrome,Nitrome,Nitrome,Arcade,High,,game_lists_flash_enriched
Skywire VIP Shuffle,Skywire,,,Flash,Nitrome,Nitrome,Nitrome,Arcade,High,,game_lists_flash_enriched
Stick War,Stick War,,,Flash,Stick Page,Max Games,Max Games,Strategy,High,,game_lists_flash_enriched
Stick War 2,Stick War,,,Flash,Stick Page,Max Games,Max Games,Strategy,High,,game_lists_flash_enriched
Strike Force Heroes,Strike Force Heroes,,,Flash,Not Doppler,Not Doppler,Sky9 Games,Shooter,High,,game_lists_flash_enriched
Strike Force Heroes 2,Strike Force Heroes,,,Flash,Not Doppler,Not Doppler,Sky9 Games,Shooter,High,,game_lists_flash_enriched
Strike Force Heroes 3,Strike Force Heroes,,,Flash,Not Doppler,Not Doppler,Sky9 Games,Shooter,High,,game_lists_flash_enriched
Territory War,Territory War,,,Flash,Not Doppler,Not Doppler,,Strategy,High,Not Doppler-hosted Flash game; publisher/developer attribution varies.,game_lists_flash_enriched
Territory War Online,Territory War,,,Flash,Not Doppler,Not Doppler,,Strategy,Medium,Not Doppler-hosted Flash game; publisher/developer attribution varies.,game_lists_flash_enriched
Territory War 3,Territory War,,,Flash,Not Doppler,Not Doppler,,Strategy,Medium,Not Doppler-hosted Flash game; publisher/developer attribution varies.,game_lists_flash_enriched
Tetris’D,Tetris’D,,,Flash,Stick Page,Stick Page,,Platformer,Medium,Stick Page-hosted Flash game; developer/publisher attribution varies.,game_lists_flash_enriched
Tetris’D,Tetris’D,,,Flash,Stick Page,Stick Page,,Platformer,Medium,Stick Page-hosted Flash game; developer/publisher attribution varies.,game_lists_flash_enriched
The Classroom,The Classroom,,,Flash,Not Doppler,Not Doppler,,Stealth,Medium,Not Doppler-hosted Flash game; publisher/developer attribution varies.,game_lists_flash_enriched
The Classroom 2,The Classroom,,,Flash,Not Doppler,Not Doppler,,Stealth,Medium,Not Doppler-hosted Flash game; publisher/developer attribution varies.,game_lists_flash_enriched
The Classroom 3,The Classroom,,,Flash,Not Doppler,Not Doppler,,Stealth,Medium,Not Doppler-hosted Flash game; publisher/developer attribution varies.,game_lists_flash_enriched
The Impossible Quiz,The Impossible Quiz,,,Flash,Not Doppler,Splapp-me-do,Splapp-me-do,Puzzle,High,,game_lists_flash_enriched
The Impossible Quiz 2,The Impossible Quiz,,,Flash,Not Doppler,Splapp-me-do,Splapp-me-do,Puzzle,High,,game_lists_flash_enriched
The Impossible Quiz Book: Chapter 1,The Impossible Quiz,,,Flash,Not Doppler,Splapp-me-do,Splapp-me-do,Puzzle,High,,game_lists_flash_enriched
The Impossible Quiz Book: Chapter 2,The Impossible Quiz,,,Flash,Not Doppler,Splapp-me-do,Splapp-me-do,Puzzle,High,,game_lists_flash_enriched
The Impossible Quiz Book: Chapter 3,The Impossible Quiz,,,Flash,Not Doppler,Splapp-me-do,Splapp-me-do,Puzzle,High,,game_lists_flash_enriched
Toxic,Toxic,,,Flash,Nitrome,Nitrome,Nitrome,Arcade,High,,game_lists_flash_enriched
Toxic 2,Toxic,,,Flash,Nitrome,Nitrome,Nitrome,Arcade,High,,game_lists_flash_enriched
Video Mash-Up,Transformers,,,Flash,Cartoon Network,Cartoon Network,,Action,Medium,Transformers browser game; developer not consistently credited.,game_lists_flash_enriched
Allspark Highway,Transformers,,,Flash,Cartoon Network,Cartoon Network,,Action,Medium,Transformers browser game; developer not consistently credited.,game_lists_flash_enriched
Flight of the Bumblebee,Transformers,,,Flash,Cartoon Network,Cartoon Network,,Action,Medium,Transformers browser game; developer not consistently credited.,game_lists_flash_enriched
Battle for the Matrix,Transformers,,,Flash,Cartoon Network,Cartoon Network,,Action,Medium,Transformers browser game; developer not consistently credited.,game_lists_flash_enriched
Devastator’s Demise,Transformers,,,Flash,Cartoon Network,Cartoon Network,,Action,Medium,Transformers browser game; developer not consistently credited.,game_lists_flash_enriched
Twin Shot,Twin Shot,,,Flash,Nitrome,Nitrome,Nitrome,Arcade,High,,game_lists_flash_enriched
Twin Shot 2,Twin Shot,,,Flash,Nitrome,Nitrome,Nitrome,Arcade,High,,game_lists_flash_enriched
Apple Shooter,,,,Flash,Not Doppler,Not Doppler,,Arcade,Medium,Not Doppler-hosted Flash game; publisher/developer attribution varies.,game_lists_flash_enriched
Electric Man 2: The Tournament of Voltagen,,,,Flash,Stick Page,Stick Page,,Fighting,High,Stick Page-hosted Flash game; developer/publisher attribution varies.,game_lists_flash_enriched
Happy Wheels,,,,Flash,Other Flash Games,Fancy Force,Jim Bonacci,Platformer,High,,game_lists_flash_enriched
MotherLoad,,,,Flash,Miniclip,Miniclip,XGen Studios,Mining,High,,game_lists_flash_enriched
Open Season,,,,Flash,Other Flash Games,Sony Pictures,Sony Pictures,Platformer,High,,game_lists_flash_enriched
Total Drama All-Stars: Rain of Terror,,,,Flash,Cartoon Network,Cartoon Network,,Action,Medium,Cartoon Network browser game; developer not consistently credited.,game_lists_flash_enriched
A Pirate’s Life,,,,Flash,Stick Page,Stick Page,,Animation,Medium,Stick Page-hosted Flash game; developer/publisher attribution varies.,game_lists_flash_enriched
A.G.E. (Another Generic Escape),,,,Flash,Stick Page,Stick Page,,Animation,Medium,Stick Page-hosted Flash game; developer/publisher attribution varies.,game_lists_flash_enriched
Acid Factory,,,,Flash,Miniclip,Miniclip,,Platformer,Medium,,game_lists_flash_enriched
Beaned,,,,Flash,Cartoon Network,Cartoon Network,,Action,Medium,Cartoon Network browser game; developer not consistently credited.,game_lists_flash_enriched
Castle,,,,Flash,Stick Page,Stick Page,,Animation,Medium,Stick Page-hosted Flash game; developer/publisher attribution varies.,game_lists_flash_enriched
Cave Chaos,,,,Flash,Nitrome,Nitrome,Nitrome,Platformer,High,,game_lists_flash_enriched
Chaos Tag,,,,Flash,Cartoon Network,Cartoon Network,,Action,Medium,Cartoon Network browser game; developer not consistently credited.,game_lists_flash_enriched
Chick Flick,,,,Flash,Nitrome,Nitrome,Nitrome,Arcade,High,,game_lists_flash_enriched
Dirk Valentine,,,,Flash,Nitrome,Nitrome,Nitrome,Platformer,High,,game_lists_flash_enriched
Dodge Brawl,,,,Flash,Cartoon Network,Cartoon Network,,Action,Medium,Cartoon Network browser game; developer not consistently credited.,game_lists_flash_enriched
Double Wires,,,,Flash,Stick Page,Stick Page,,Physics,Medium,Stick Page-hosted Flash game; developer/publisher attribution varies.,game_lists_flash_enriched
Dry Land,,,,Flash,Cartoon Network,Cartoon Network,,Action,Medium,Cartoon Network browser game; developer not consistently credited.,game_lists_flash_enriched
Fat Cat,,,,Flash,Nitrome,Nitrome,Nitrome,Shooter,High,,game_lists_flash_enriched
Feed Me,,,,Flash,Nitrome,Nitrome,Nitrome,Action,High,,game_lists_flash_enriched
Flash Cat,,,,Flash,Nitrome,Nitrome,Nitrome,Platformer,High,,game_lists_flash_enriched
Flipside,,,,Flash,Nitrome,Nitrome,Nitrome,Racing,High,,game_lists_flash_enriched
Front Page Nuisance,,,,Flash,Cartoon Network,Cartoon Network,,Action,Medium,Cartoon Network browser game; developer not consistently credited.,game_lists_flash_enriched
Headcase,,,,Flash,Nitrome,Nitrome,Nitrome,Arcade,High,,game_lists_flash_enriched
Killing Spree,,,,Flash,Stick Page,Stick Page,,Animation,Medium,Stick Page-hosted Flash game; developer/publisher attribution varies.,game_lists_flash_enriched
Magic Touch,,,,Flash,Nitrome,Nitrome,Nitrome,Arcade,High,,game_lists_flash_enriched
Mutiny,,,,Flash,Nitrome,Nitrome,Nitrome,Strategy,High,,game_lists_flash_enriched
Numbskull,,,,Flash,Nitrome,Nitrome,Nitrome,Puzzle,High,,game_lists_flash_enriched
Parasite,,,,Flash,Nitrome,Nitrome,Nitrome,Puzzle,High,,game_lists_flash_enriched
Pest Control,,,,Flash,Nitrome,Nitrome,Nitrome,Action,High,,game_lists_flash_enriched
Sandman,,,,Flash,Nitrome,Nitrome,Nitrome,Puzzle,High,,game_lists_flash_enriched
Square Meal,,,,Flash,Nitrome,Nitrome,Nitrome,Puzzle,High,,game_lists_flash_enriched
The Pool,,,,Flash,Stick Page,Stick Page,,Animation,Medium,Stick Page-hosted Flash game; developer/publisher attribution varies.,game_lists_flash_enriched
Tiny Castle,,,,Flash,Nitrome,Nitrome,Nitrome,Platformer,High,,game_lists_flash_enriched
wpnFire,,,,Flash,Stick Page,Stick Page,,Shooter,Medium,Stick Page-hosted Flash game; developer/publisher attribution varies.,game_lists_flash_enriched
Superman: The Man of Steel,DC,2002,6th Generation,Microsoft Xbox,,,,,Low,Needs manual review; no confident match.,game_lists_other_consoles_enriched
Dino Crisis 3,Dino Crisis,2003,6th Generation,Microsoft Xbox,,Capcom,Capcom Production Studio 4,Survival Horror,High,,game_lists_other_consoles_enriched
Fable II,Fable,2008,7th Generation,Microsoft Xbox 360,,Microsoft Game Studios,Lionhead Studios,Action RPG,High,,game_lists_other_consoles_enriched
Fable Heroes,Fable,2012,7th Generation,Microsoft Xbox 360,,,,,Low,Needs manual review; no confident match.,game_lists_other_consoles_enriched
Fable II: Pub Games,Fable,2008,7th Generation,Microsoft Xbox 360,,,,,Low,Needs manual review; no confident match.,game_lists_other_consoles_enriched
Fable: The Journey,Fable,2012,7th Generation,Microsoft Xbox 360,,,,,Low,Needs manual review; no confident match.,game_lists_other_consoles_enriched
Far Cry Instincts,Far Cry,2005,6th Generation,Microsoft Xbox,,Ubisoft,Ubisoft Montreal,FPS,High,,game_lists_other_consoles_enriched
Far Cry Instincts: Evolution,Far Cry,2006,6th Generation,Microsoft Xbox,,Ubisoft,Ubisoft Montreal,FPS,High,,game_lists_other_consoles_enriched
Far Cry Instincts: Predator,Far Cry,2006,7th Generation,Microsoft Xbox 360,,,,,Low,Needs manual review; no confident match.,game_lists_other_consoles_enriched
Gears of War 2,Gears of War,2008,7th Generation,Microsoft Xbox 360,,,,,Low,Needs manual review; no confident match.,game_lists_other_consoles_enriched
Gears of War 3,Gears of War,2011,7th Generation,Microsoft Xbox 360,,,,,Low,Needs manual review; no confident match.,game_lists_other_consoles_enriched
Gears of War: Judgement,Gears of War,2013,7th Generation,Microsoft Xbox 360,,,,,Low,Needs manual review; no confident match.,game_lists_other_consoles_enriched
Halo 5: Guardians,Halo,2015,8th Generation,Microsoft Xbox One,,Microsoft Studios,343 Industries,FPS,High,,game_lists_other_consoles_enriched
Kinect Adventures!,Kinect,2010,7th Generation,Microsoft Xbox 360,,,,,Low,Needs manual review; no confident match.,game_lists_other_consoles_enriched
Kinect Joy Ride,Kinect,2010,7th Generation,Microsoft Xbox 360,,,,,Low,Needs manual review; no confident match.,game_lists_other_consoles_enriched
Kinect Sports,Kinect,2010,7th Generation,Microsoft Xbox 360,,,,,Low,Needs manual review; no confident match.,game_lists_other_consoles_enriched
Kinectimals,Kinect,2010,7th Generation,Microsoft Xbox 360,,,,,Low,Needs manual review; no confident match.,game_lists_other_consoles_enriched
Saints Row,Saints Row,2006,7th Generation,Microsoft Xbox 360,,THQ,Volition,Action-Adventure,High,,game_lists_other_consoles_enriched
Scooby-Doo! Funland Frenzy,Scooby-Doo!,2004,,V. Smile,,VTech,VTech,Educational,Medium,V.Smile learning game; developer/publisher attribution is less standardized.,game_lists_other_consoles_enriched
Scooby-Doo and the Mystery of the Castle,Scooby-Doo!,2005,,Plug It In & Play TV,,JAKKS Pacific,,Action,Low,Plug-and-play TV game; developer unclear.,game_lists_other_consoles_enriched
Shrek n’ Roll,Shrek,2007,7th Generation,Microsoft Xbox 360,,Activision,Backbone Entertainment,Puzzle,Medium,,game_lists_other_consoles_enriched
Sonic Riders,Sonic the Hedgehog,2010,7th Generation,Microsoft Xbox 360,,SEGA,Sonic Team,Racing,High,Source year appears to reflect Xbox 360 release/compatibility listing; original game released earlier.,game_lists_other_consoles_enriched
Spider-Man 3,Spider-Man,2007,,Plug It In & Play TV,,JAKKS Pacific,,Action,Low,Plug-and-play TV game; developer unclear and not the standard console game.,game_lists_other_consoles_enriched
Tom Clancy's Rainbow Six: Critical Hour,Tom Clancy,2006,6th Generation,Microsoft Xbox,,Ubisoft,Ubisoft Quebec,Tactical Shooter,High,,game_lists_other_consoles_enriched
Winnie the Pooh: The Honey Hunt,,2004,,V. Smile,,VTech,VTech,Educational,Medium,V.Smile learning game; developer/publisher attribution is less standardized.,game_lists_other_consoles_enriched
The Little Mermaid: Ariel's Majestic Journey,,2004,,V. Smile,,VTech,VTech,Educational,Medium,V.Smile learning game; developer/publisher attribution is less standardized.,game_lists_other_consoles_enriched
Jet Set Radio Future,,2002,6th Generation,Microsoft Xbox,,SEGA,Smilebit,Action,High,,game_lists_other_consoles_enriched
Rare Replay,,2015,8th Generation,Microsoft Xbox One,,Microsoft Studios,Rare,Compilation,High,,game_lists_other_consoles_enriched
Cars Race-O-Rama,,2009,7th Generation,Microsoft Xbox 360,,,,,Low,Needs manual review; no confident match.,game_lists_other_consoles_enriched
Lost Odyssey,,2007,7th Generation,Microsoft Xbox 360,,,,,Low,Needs manual review; no confident match.,game_lists_other_consoles_enriched
Ace Attorney - Investigations Collection,Ace Attorney,2024,,PC,,Capcom,Capcom,Visual Novel,High,,game_lists_pc_enriched
Apollo Justice: Ace Attorney Trilogy,Ace Attorney,2024,,PC,,Capcom,Capcom,Visual Novel,High,,game_lists_pc_enriched
The Great Ace Attorney Chronicles,Ace Attorney,2021,,PC,,Capcom,Capcom,Visual Novel,High,,game_lists_pc_enriched
Phoenix Wright: Ace Attorney,Ace Attorney,2001,,PC,,Capcom,Capcom,Visual Novel,High,,game_lists_pc_enriched
Phoenix Wright: Ace Attorney Trilogy,Ace Attorney,2019,,PC,,Capcom,Capcom,Visual Novel,High,,game_lists_pc_enriched
Alan Wake,Alan Wake,2012,,PC,,Epic Games Publishing,Remedy Entertainment,Action-adventure,High,Original Alan Wake publisher was Microsoft; current/canonical franchise publisher now often tied to Epic/Remedy.,game_lists_pc_enriched
Alan Wake 2,Alan Wake,2023,,PC,,Epic Games Publishing,Remedy Entertainment,Action-adventure,High,Original Alan Wake publisher was Microsoft; current/canonical franchise publisher now often tied to Epic/Remedy.,game_lists_pc_enriched
Alan Wake - Remastered,Alan Wake,2021,,PC,,Epic Games Publishing,Remedy Entertainment,Action-adventure,High,Original Alan Wake publisher was Microsoft; current/canonical franchise publisher now often tied to Epic/Remedy.,game_lists_pc_enriched
Alan Wake’s American Nightmare,Alan Wake,2012,,PC,,Epic Games Publishing,Remedy Entertainment,Action-adventure,High,Original Alan Wake publisher was Microsoft; current/canonical franchise publisher now often tied to Epic/Remedy.,game_lists_pc_enriched
Alien: Isolation,Alien,2014,,PC,,SEGA,Various,Action / Horror,Medium,Licensed franchise; developer/publisher differ by title.,game_lists_pc_enriched
Alien: Rogue Incursion,Alien,2024,,PC,,SEGA,Various,Action / Horror,Medium,Licensed franchise; developer/publisher differ by title.,game_lists_pc_enriched
Alien Trilogy,Alien,1996,,PC,,SEGA,Various,Action / Horror,Medium,Licensed franchise; developer/publisher differ by title.,game_lists_pc_enriched
Aliens: A Comic Book Adventure,Alien,1995,,PC,,SEGA,Various,Action / Horror,Medium,Licensed franchise; developer/publisher differ by title.,game_lists_pc_enriched
Aliens Online,Alien,1998,,PC,,SEGA,Various,Action / Horror,Medium,Licensed franchise; developer/publisher differ by title.,game_lists_pc_enriched
Aliens: Colonial Marines,Alien,2012,,PC,,SEGA,Various,Action / Horror,Medium,Licensed franchise; developer/publisher differ by title.,game_lists_pc_enriched
Aliens: Dark Descent,Alien,2023,,PC,,SEGA,Various,Action / Horror,Medium,Licensed franchise; developer/publisher differ by title.,game_lists_pc_enriched
Aliens versus Predator,Alien,1999,,PC,,SEGA,Various,Action / Horror,Medium,Licensed franchise; developer/publisher differ by title.,game_lists_pc_enriched
Aliens versus Predator 2,Alien,2001,,PC,,SEGA,Various,Action / Horror,Medium,Licensed franchise; developer/publisher differ by title.,game_lists_pc_enriched
Aliens vs. Predator,Alien,2010,,PC,,SEGA,Various,Action / Horror,Medium,Licensed franchise; developer/publisher differ by title.,game_lists_pc_enriched
Alice: Madness Returns,American McGee’s Alice,2011,,PC,,Electronic Arts,Spicy Horse / Rogue Entertainment,Action-adventure,Medium,Developer differs by title; verify if exact developer is required.,game_lists_pc_enriched
American McGee's Alice,American McGee’s Alice,2000,,PC,,Electronic Arts,Spicy Horse / Rogue Entertainment,Action-adventure,Medium,Developer differs by title; verify if exact developer is required.,game_lists_pc_enriched
Amnesia: A Machine for Pigs,Amnesia,2013,,PC,,Frictional Games,Frictional Games / The Chinese Room,Survival Horror,Medium,A Machine for Pigs developed by The Chinese Room; others by Frictional Games.,game_lists_pc_enriched
Amnesia: Rebirth,Amnesia,2020,,PC,,Frictional Games,Frictional Games / The Chinese Room,Survival Horror,Medium,A Machine for Pigs developed by The Chinese Room; others by Frictional Games.,game_lists_pc_enriched
Amnesia: The Bunker,Amnesia,2023,,PC,,Frictional Games,Frictional Games / The Chinese Room,Survival Horror,Medium,A Machine for Pigs developed by The Chinese Room; others by Frictional Games.,game_lists_pc_enriched
Amnesia: The Dark Descent,Amnesia,2010,,PC,,Frictional Games,Frictional Games / The Chinese Room,Survival Horror,Medium,A Machine for Pigs developed by The Chinese Room; others by Frictional Games.,game_lists_pc_enriched
Angry Birds Star Wars,Angry Birds,2012,,PC,,Rovio Entertainment,Rovio Entertainment,Puzzle,High,,game_lists_pc_enriched
Angry Birds Transformers,Angry Birds,2014,,PC,,Rovio Entertainment,Rovio Entertainment,Puzzle,High,,game_lists_pc_enriched
Asphalt 8: Airborne,Asphalt,2013,,PC,,Gameloft,Gameloft,Racing,High,,game_lists_pc_enriched
Assassin’s Creed,Assassin’s Creed,2007,,PC,,Ubisoft,Ubisoft,Action-adventure,High,,game_lists_pc_enriched
Assassin’s Creed: Brotherhood,Assassin’s Creed,2011,,PC,,Ubisoft,Ubisoft,Action-adventure,High,,game_lists_pc_enriched
